"author_name","category","per_curiam","case_name","date_filed","federal_cite_one","absolute_url","cluster","year_filed","scdb_id","scdb_decision_direction","scdb_votes_majority","scdb_votes_minority"
"justice rehnquist","dissenting",FALSE,"Delaware v. Prouse",1979-03-27,"440 U.S. 648","https://www.courtlistener.com/opinion/110045/delaware-v-prouse/","https://www.courtlistener.com/api/rest/v3/clusters/110045/",1979,"1978-065",2,8,1
"justice marshall","majority",FALSE,"Amadeo v. Zant",1988-05-31,"486 U.S. 214","https://www.courtlistener.com/opinion/112078/amadeo-v-zant/","https://www.courtlistener.com/api/rest/v3/clusters/112078/",1988,"1987-090",2,9,0
"justice burger","majority",FALSE,"United States v. Park",1975-06-09,"421 U.S. 658","https://www.courtlistener.com/opinion/109264/united-states-v-park/","https://www.courtlistener.com/api/rest/v3/clusters/109264/",1975,"1974-111",2,6,3
"justice stewart","dissenting",FALSE,"United States v. Park",1975-06-09,"421 U.S. 658","https://www.courtlistener.com/opinion/109264/united-states-v-park/","https://www.courtlistener.com/api/rest/v3/clusters/109264/",1975,"1974-111",2,6,3
"justice blackmun","majority",FALSE,"Stevens v. Department of Treasury",1991-04-24,"500 U.S. 1","https://www.courtlistener.com/opinion/112582/stevens-v-department-of-treasury/","https://www.courtlistener.com/api/rest/v3/clusters/112582/",1991,"1990-066",2,9,0
"justice souter","majority",FALSE,"Food and Commercial Workers v. Brown Group, Inc.",1996-05-20,"517 U.S. 544","https://www.courtlistener.com/opinion/118025/food-and-commercial-workers-v-brown-group-inc/","https://www.courtlistener.com/api/rest/v3/clusters/118025/",1996,"1995-051",2,9,0
"justice stevens","majority",FALSE,"BOARD OF GOVS., FRS v. Investment Company Inst.",1981-02-24,"450 U.S. 46","https://www.courtlistener.com/opinion/110415/board-of-govs-frs-v-investment-company-inst/","https://www.courtlistener.com/api/rest/v3/clusters/110415/",1981,"1980-040",2,6,0
"justice marshall","majority",FALSE,"Hughey v. United States",1990-05-21,"495 U.S. 411","https://www.courtlistener.com/opinion/112428/hughey-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/112428/",1990,"1989-079",2,9,0
"justice burger","majority",FALSE,"United States v. Antelope",1977-04-19,"430 U.S. 641","https://www.courtlistener.com/opinion/109634/united-states-v-antelope/","https://www.courtlistener.com/api/rest/v3/clusters/109634/",1977,"1976-084",1,9,0
"justice blackmun","majority",FALSE,"Nellie Swarb v. William M. Lennox",1972-02-24,"405 U.S. 191","https://www.courtlistener.com/opinion/108475/nellie-swarb-v-william-m-lennox/","https://www.courtlistener.com/api/rest/v3/clusters/108475/",1972,"1971-065",1,6,1
"justice white","concurring",FALSE,"Nellie Swarb v. William M. Lennox",1972-02-24,"405 U.S. 191","https://www.courtlistener.com/opinion/108475/nellie-swarb-v-william-m-lennox/","https://www.courtlistener.com/api/rest/v3/clusters/108475/",1972,"1971-065",1,6,1
"justice burger","majority",FALSE,"Nix v. Williams",1984-06-11,"467 U.S. 431","https://www.courtlistener.com/opinion/111204/nix-v-williams/","https://www.courtlistener.com/api/rest/v3/clusters/111204/",1984,"1983-117",1,7,2
"justice white","concurring",FALSE,"Nix v. Williams",1984-06-11,"467 U.S. 431","https://www.courtlistener.com/opinion/111204/nix-v-williams/","https://www.courtlistener.com/api/rest/v3/clusters/111204/",1984,"1983-117",1,7,2
"justice brennan","dissenting",FALSE,"Nix v. Williams",1984-06-11,"467 U.S. 431","https://www.courtlistener.com/opinion/111204/nix-v-williams/","https://www.courtlistener.com/api/rest/v3/clusters/111204/",1984,"1983-117",1,7,2
"justice douglas","majority",FALSE,"Gutknecht v. United States",1970-01-19,"396 U.S. 295","https://www.courtlistener.com/opinion/108025/gutknecht-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/108025/",1970,"1969-024",2,8,0
"justice harlan","concurring",FALSE,"Gutknecht v. United States",1970-01-19,"396 U.S. 295","https://www.courtlistener.com/opinion/108025/gutknecht-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/108025/",1970,"1969-024",2,8,0
"justice blackmun","majority",FALSE,"McCarthy v. Madigan",1992-03-04,"503 U.S. 140","https://www.courtlistener.com/opinion/112701/mccarthy-v-madigan/","https://www.courtlistener.com/api/rest/v3/clusters/112701/",1992,"1991-040",2,9,0
"justice rehnquist","concurring",FALSE,"McCarthy v. Madigan",1992-03-04,"503 U.S. 140","https://www.courtlistener.com/opinion/112701/mccarthy-v-madigan/","https://www.courtlistener.com/api/rest/v3/clusters/112701/",1992,"1991-040",2,9,0
"justice white","majority",FALSE,"Franchise Tax Bd. of Cal. v. Alcan Aluminium Ltd.",1990-01-10,"493 U.S. 331","https://www.courtlistener.com/opinion/112351/franchise-tax-bd-of-cal-v-alcan-aluminium-ltd/","https://www.courtlistener.com/api/rest/v3/clusters/112351/",1990,"1989-019",1,9,0
"justice scalia","majority",FALSE,"United Sav. Assn. of Tex. v. Timbers of Inwood Forest Associates, Ltd.",1988-01-20,"484 U.S. 365","https://www.courtlistener.com/opinion/111984/united-sav-assn-of-tex-v-timbers-of-inwood-forest-associates-ltd/","https://www.courtlistener.com/api/rest/v3/clusters/111984/",1988,"1987-024",2,8,0
"justice powell","majority",FALSE,"International Longshoremen's Association v. Allied International, Inc.",1982-04-20,"456 U.S. 212","https://www.courtlistener.com/opinion/110696/international-longshoremens-association-v-allied-international-inc/","https://www.courtlistener.com/api/rest/v3/clusters/110696/",1982,"1981-080",2,9,0
"justice thomas","majority",FALSE,"Carey v. Musladin",2006-12-11,"549 U.S. 70","https://www.courtlistener.com/opinion/145770/carey-v-musladin/","https://www.courtlistener.com/api/rest/v3/clusters/145770/",2006,"2006-005",1,9,0
"justice stevens","concurring",FALSE,"Carey v. Musladin",2006-12-11,"549 U.S. 70","https://www.courtlistener.com/opinion/145770/carey-v-musladin/","https://www.courtlistener.com/api/rest/v3/clusters/145770/",2006,"2006-005",1,9,0
"justice kennedy","majority",FALSE,"Howlett v. Birkdale Shipping Co.",1994-06-13,"512 U.S. 92","https://www.courtlistener.com/opinion/117850/howlett-v-birkdale-shipping-co/","https://www.courtlistener.com/api/rest/v3/clusters/117850/",1994,"1993-071",2,9,0
"justice alito","majority",FALSE,"Woodford v. Ngo",2006-06-22,"548 U.S. 81","https://www.courtlistener.com/opinion/145635/woodford-v-ngo/","https://www.courtlistener.com/api/rest/v3/clusters/145635/",2006,"2005-076",1,6,3
"justice breyer","concurring",FALSE,"Woodford v. Ngo",2006-06-22,"548 U.S. 81","https://www.courtlistener.com/opinion/145635/woodford-v-ngo/","https://www.courtlistener.com/api/rest/v3/clusters/145635/",2006,"2005-076",1,6,3
"justice stevens","dissenting",FALSE,"Woodford v. Ngo",2006-06-22,"548 U.S. 81","https://www.courtlistener.com/opinion/145635/woodford-v-ngo/","https://www.courtlistener.com/api/rest/v3/clusters/145635/",2006,"2005-076",1,6,3
"justice stevens","dissenting",TRUE,"Whitaker v. Superior Court of Cal., San Francisco Cty.",1995-04-17,"514 U.S. 208","https://www.courtlistener.com/opinion/117915/whitaker-v-superior-court-of-cal-san-francisco-cty/","https://www.courtlistener.com/api/rest/v3/clusters/117915/",1995,"1994-039",1,8,1
"justice blackmun","majority",FALSE,"Metropolitan Life Ins. Co. v. Massachusetts",1985-06-03,"471 U.S. 724","https://www.courtlistener.com/opinion/111438/metropolitan-life-ins-co-v-massachusetts/","https://www.courtlistener.com/api/rest/v3/clusters/111438/",1985,"1984-107",1,8,0
"justice burger","majority",FALSE,"Chandler v. Florida",1981-01-26,"449 U.S. 560","https://www.courtlistener.com/opinion/110383/chandler-v-florida/","https://www.courtlistener.com/api/rest/v3/clusters/110383/",1981,"1980-033",1,8,0
"justice white","concurring",FALSE,"Chandler v. Florida",1981-01-26,"449 U.S. 560","https://www.courtlistener.com/opinion/110383/chandler-v-florida/","https://www.courtlistener.com/api/rest/v3/clusters/110383/",1981,"1980-033",1,8,0
"justice blackmun","majority",FALSE,"Freytag v. Commissioner",1991-06-27,"501 U.S. 868","https://www.courtlistener.com/opinion/112644/freytag-v-commissioner/","https://www.courtlistener.com/api/rest/v3/clusters/112644/",1991,"1990-126",3,9,0
"justice scalia","concurring",FALSE,"Freytag v. Commissioner",1991-06-27,"501 U.S. 868","https://www.courtlistener.com/opinion/112644/freytag-v-commissioner/","https://www.courtlistener.com/api/rest/v3/clusters/112644/",1991,"1990-126",3,9,0
"justice rehnquist","majority",FALSE,"Minnesota v. Carter",1999-02-23,"525 U.S. 83","https://www.courtlistener.com/opinion/118249/minnesota-v-carter/","https://www.courtlistener.com/api/rest/v3/clusters/118249/",1999,"1998-004",1,6,3
"justice scalia","concurring",FALSE,"Minnesota v. Carter",1999-02-23,"525 U.S. 83","https://www.courtlistener.com/opinion/118249/minnesota-v-carter/","https://www.courtlistener.com/api/rest/v3/clusters/118249/",1999,"1998-004",1,6,3
"justice ginsburg","dissenting",FALSE,"Minnesota v. Carter",1999-02-23,"525 U.S. 83","https://www.courtlistener.com/opinion/118249/minnesota-v-carter/","https://www.courtlistener.com/api/rest/v3/clusters/118249/",1999,"1998-004",1,6,3
"justice rehnquist","majority",FALSE,"Arnett v. Kennedy",1974-06-17,"416 U.S. 134","https://www.courtlistener.com/opinion/109008/arnett-v-kennedy/","https://www.courtlistener.com/api/rest/v3/clusters/109008/",1974,"1973-087",1,5,4
"justice douglas","dissenting",FALSE,"Arnett v. Kennedy",1974-06-17,"416 U.S. 134","https://www.courtlistener.com/opinion/109008/arnett-v-kennedy/","https://www.courtlistener.com/api/rest/v3/clusters/109008/",1974,"1973-087",1,5,4
"justice marshall","second_dissenting",FALSE,"Arnett v. Kennedy",1974-06-17,"416 U.S. 134","https://www.courtlistener.com/opinion/109008/arnett-v-kennedy/","https://www.courtlistener.com/api/rest/v3/clusters/109008/",1974,"1973-087",1,5,4
"justice white","majority",FALSE,"Karahalios v. Federal Employees",1989-03-06,"489 U.S. 527","https://www.courtlistener.com/opinion/112214/karahalios-v-federal-employees/","https://www.courtlistener.com/api/rest/v3/clusters/112214/",1989,"1988-049",1,9,0
"justice blackmun","majority",FALSE,"Mobil Oil Corp. v. Commissioner of Taxes of Vt.",1980-03-19,"445 U.S. 425","https://www.courtlistener.com/opinion/110229/mobil-oil-corp-v-commissioner-of-taxes-of-vt/","https://www.courtlistener.com/api/rest/v3/clusters/110229/",1980,"1979-061",2,6,1
"justice stevens","dissenting",FALSE,"Mobil Oil Corp. v. Commissioner of Taxes of Vt.",1980-03-19,"445 U.S. 425","https://www.courtlistener.com/opinion/110229/mobil-oil-corp-v-commissioner-of-taxes-of-vt/","https://www.courtlistener.com/api/rest/v3/clusters/110229/",1980,"1979-061",2,6,1
"justice rehnquist","majority",FALSE,"Willy v. Coastal Corp.",1992-03-03,"503 U.S. 131","https://www.courtlistener.com/opinion/112700/willy-v-coastal-corp/","https://www.courtlistener.com/api/rest/v3/clusters/112700/",1992,"1991-039",2,9,0
"justice brennan","majority",FALSE,"James v. Illinois",1990-01-10,"493 U.S. 307","https://www.courtlistener.com/opinion/112350/james-v-illinois/","https://www.courtlistener.com/api/rest/v3/clusters/112350/",1990,"1989-018",2,5,4
"justice stevens","concurring",FALSE,"James v. Illinois",1990-01-10,"493 U.S. 307","https://www.courtlistener.com/opinion/112350/james-v-illinois/","https://www.courtlistener.com/api/rest/v3/clusters/112350/",1990,"1989-018",2,5,4
"justice kennedy","dissenting",FALSE,"James v. Illinois",1990-01-10,"493 U.S. 307","https://www.courtlistener.com/opinion/112350/james-v-illinois/","https://www.courtlistener.com/api/rest/v3/clusters/112350/",1990,"1989-018",2,5,4
"justice brennan","majority",FALSE,"Virginia v. American Booksellers Assn., Inc.",1988-01-25,"484 U.S. 383","https://www.courtlistener.com/opinion/111985/virginia-v-american-booksellers-assn-inc/","https://www.courtlistener.com/api/rest/v3/clusters/111985/",1988,"1987-025",2,8,0
"justice brennan","majority",FALSE,"Larson v. Valente",1982-06-07,"456 U.S. 228","https://www.courtlistener.com/opinion/110697/larson-v-valente/","https://www.courtlistener.com/api/rest/v3/clusters/110697/",1982,"1981-081",2,5,4
"justice stevens","concurring",FALSE,"Larson v. Valente",1982-06-07,"456 U.S. 228","https://www.courtlistener.com/opinion/110697/larson-v-valente/","https://www.courtlistener.com/api/rest/v3/clusters/110697/",1982,"1981-081",2,5,4
"justice white","dissenting",FALSE,"Larson v. Valente",1982-06-07,"456 U.S. 228","https://www.courtlistener.com/opinion/110697/larson-v-valente/","https://www.courtlistener.com/api/rest/v3/clusters/110697/",1982,"1981-081",2,5,4
"justice rehnquist","second_dissenting",FALSE,"Larson v. Valente",1982-06-07,"456 U.S. 228","https://www.courtlistener.com/opinion/110697/larson-v-valente/","https://www.courtlistener.com/api/rest/v3/clusters/110697/",1982,"1981-081",2,5,4
"justice o'connor","majority",FALSE,"Schaffer v. Weast",2005-11-14,"546 U.S. 49","https://www.courtlistener.com/opinion/1993216/schaffer-v-weast/","https://www.courtlistener.com/api/rest/v3/clusters/1993216/",2005,"2005-007",1,6,2
"justice stevens","concurring",FALSE,"Schaffer v. Weast",2005-11-14,"546 U.S. 49","https://www.courtlistener.com/opinion/1993216/schaffer-v-weast/","https://www.courtlistener.com/api/rest/v3/clusters/1993216/",2005,"2005-007",1,6,2
"justice ginsburg","dissenting",FALSE,"Schaffer v. Weast",2005-11-14,"546 U.S. 49","https://www.courtlistener.com/opinion/1993216/schaffer-v-weast/","https://www.courtlistener.com/api/rest/v3/clusters/1993216/",2005,"2005-007",1,6,2
"justice breyer","second_dissenting",FALSE,"Schaffer v. Weast",2005-11-14,"546 U.S. 49","https://www.courtlistener.com/opinion/1993216/schaffer-v-weast/","https://www.courtlistener.com/api/rest/v3/clusters/1993216/",2005,"2005-007",1,6,2
"justice rehnquist","majority",FALSE,"Romano v. Oklahoma",1994-06-13,"512 U.S. 1","https://www.courtlistener.com/opinion/117851/romano-v-oklahoma/","https://www.courtlistener.com/api/rest/v3/clusters/117851/",1994,"1993-066",1,5,4
"justice o'connor","concurring",FALSE,"Romano v. Oklahoma",1994-06-13,"512 U.S. 1","https://www.courtlistener.com/opinion/117851/romano-v-oklahoma/","https://www.courtlistener.com/api/rest/v3/clusters/117851/",1994,"1993-066",1,5,4
"justice blackmun","dissenting",FALSE,"Romano v. Oklahoma",1994-06-13,"512 U.S. 1","https://www.courtlistener.com/opinion/117851/romano-v-oklahoma/","https://www.courtlistener.com/api/rest/v3/clusters/117851/",1994,"1993-066",1,5,4
"justice ginsburg","second_dissenting",FALSE,"Romano v. Oklahoma",1994-06-13,"512 U.S. 1","https://www.courtlistener.com/opinion/117851/romano-v-oklahoma/","https://www.courtlistener.com/api/rest/v3/clusters/117851/",1994,"1993-066",1,5,4
"justice breyer","dissenting",TRUE,"Laboratory Corp. of America Holdings v. Metabolite Laboratories, Inc.",2006-06-22,"548 U.S. 124","https://www.courtlistener.com/opinion/145634/laboratory-corp-of-america-holdings-v-metabolite-laboratories-inc/","https://www.courtlistener.com/api/rest/v3/clusters/145634/",2006,"2005-077",1,5,3
"justice souter","majority",FALSE,"Oklahoma Tax Comm'n v. Jefferson Lines, Inc.",1995-04-03,"514 U.S. 175","https://www.courtlistener.com/opinion/117914/oklahoma-tax-commn-v-jefferson-lines-inc/","https://www.courtlistener.com/api/rest/v3/clusters/117914/",1995,"1994-038",2,7,2
"justice scalia","concurring",FALSE,"Oklahoma Tax Comm'n v. Jefferson Lines, Inc.",1995-04-03,"514 U.S. 175","https://www.courtlistener.com/opinion/117914/oklahoma-tax-commn-v-jefferson-lines-inc/","https://www.courtlistener.com/api/rest/v3/clusters/117914/",1995,"1994-038",2,7,2
"justice breyer","dissenting",FALSE,"Oklahoma Tax Comm'n v. Jefferson Lines, Inc.",1995-04-03,"514 U.S. 175","https://www.courtlistener.com/opinion/117914/oklahoma-tax-commn-v-jefferson-lines-inc/","https://www.courtlistener.com/api/rest/v3/clusters/117914/",1995,"1994-038",2,7,2
"justice stevens","dissenting",TRUE,"In Re Anderson",1994-05-02,"511 U.S. 364","https://www.courtlistener.com/opinion/1087964/in-re-anderson/","https://www.courtlistener.com/api/rest/v3/clusters/1087964/",1994,"1993-045",1,7,2
"justice powell","majority",FALSE,"Montana v. Blackfeet Tribe",1985-06-03,"471 U.S. 759","https://www.courtlistener.com/opinion/111439/montana-v-blackfeet-tribe/","https://www.courtlistener.com/api/rest/v3/clusters/111439/",1985,"1984-108",2,6,3
"justice white","dissenting",FALSE,"Montana v. Blackfeet Tribe",1985-06-03,"471 U.S. 759","https://www.courtlistener.com/opinion/111439/montana-v-blackfeet-tribe/","https://www.courtlistener.com/api/rest/v3/clusters/111439/",1985,"1984-108",2,6,3
"justice rehnquist","majority",FALSE,"Sumner v. Mata",1981-01-21,"449 U.S. 539","https://www.courtlistener.com/opinion/110382/sumner-v-mata/","https://www.courtlistener.com/api/rest/v3/clusters/110382/",1981,"1980-032",1,6,3
"justice brennan","dissenting",FALSE,"Sumner v. Mata",1981-01-21,"449 U.S. 539","https://www.courtlistener.com/opinion/110382/sumner-v-mata/","https://www.courtlistener.com/api/rest/v3/clusters/110382/",1981,"1980-032",1,6,3
"justice scalia","majority",FALSE,"Wright v. Universal Maritime Service Corp.",1999-01-25,"525 U.S. 70","https://www.courtlistener.com/opinion/118248/wright-v-universal-maritime-service-corp/","https://www.courtlistener.com/api/rest/v3/clusters/118248/",1999,"1998-003",2,9,0
"justice stevens","majority",FALSE,"Peretz v. United States",1991-06-27,"501 U.S. 923","https://www.courtlistener.com/opinion/112645/peretz-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/112645/",1991,"1990-127",1,5,4
"justice marshall","dissenting",FALSE,"Peretz v. United States",1991-06-27,"501 U.S. 923","https://www.courtlistener.com/opinion/112645/peretz-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/112645/",1991,"1990-127",1,5,4
"justice scalia","second_dissenting",FALSE,"Peretz v. United States",1991-06-27,"501 U.S. 923","https://www.courtlistener.com/opinion/112645/peretz-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/112645/",1991,"1990-127",1,5,4
"justice burger","majority",FALSE,"Scheuer v. Rhodes",1974-04-17,"416 U.S. 232","https://www.courtlistener.com/opinion/109009/scheuer-v-rhodes/","https://www.courtlistener.com/api/rest/v3/clusters/109009/",1974,"1973-089",1,8,0
"justice kagan","majority",FALSE,"Kloeckner v. Solis",2012-12-10,"133 S. Ct. 596","https://www.courtlistener.com/opinion/813289/kloeckner-v-solis/","https://www.courtlistener.com/api/rest/v3/clusters/813289/",2012,"2012-005",2,9,0
"justice blackmun","majority",FALSE,"United States Parole Comm'n v. Geraghty",1980-03-19,"445 U.S. 388","https://www.courtlistener.com/opinion/110228/united-states-parole-commn-v-geraghty/","https://www.courtlistener.com/api/rest/v3/clusters/110228/",1980,"1979-060",2,5,4
"justice powell","dissenting",FALSE,"United States Parole Comm'n v. Geraghty",1980-03-19,"445 U.S. 388","https://www.courtlistener.com/opinion/110228/united-states-parole-commn-v-geraghty/","https://www.courtlistener.com/api/rest/v3/clusters/110228/",1980,"1979-060",2,5,4
"justice marshall","majority",FALSE,"Blanton v. North Las Vegas",1989-03-06,"489 U.S. 538","https://www.courtlistener.com/opinion/112215/blanton-v-north-las-vegas/","https://www.courtlistener.com/api/rest/v3/clusters/112215/",1989,"1988-050",1,9,0
"justice brennan","majority",FALSE,"Dukes v. Warden, Conn. State Prison",1972-06-19,"406 U.S. 250","https://www.courtlistener.com/opinion/108531/dukes-v-warden-conn-state-prison/","https://www.courtlistener.com/api/rest/v3/clusters/108531/",1972,"1971-103",1,7,2
"justice stewart","concurring",FALSE,"Dukes v. Warden, Conn. State Prison",1972-06-19,"406 U.S. 250","https://www.courtlistener.com/opinion/108531/dukes-v-warden-conn-state-prison/","https://www.courtlistener.com/api/rest/v3/clusters/108531/",1972,"1971-103",1,7,2
"justice marshall","dissenting",FALSE,"Dukes v. Warden, Conn. State Prison",1972-06-19,"406 U.S. 250","https://www.courtlistener.com/opinion/108531/dukes-v-warden-conn-state-prison/","https://www.courtlistener.com/api/rest/v3/clusters/108531/",1972,"1971-103",1,7,2
"justice blackmun","majority",FALSE,"Schiavone v. Fortune",1986-06-18,"477 U.S. 21","https://www.courtlistener.com/opinion/111710/schiavone-v-fortune/","https://www.courtlistener.com/api/rest/v3/clusters/111710/",1986,"1985-116",2,6,3
"justice stevens","dissenting",FALSE,"Schiavone v. Fortune",1986-06-18,"477 U.S. 21","https://www.courtlistener.com/opinion/111710/schiavone-v-fortune/","https://www.courtlistener.com/api/rest/v3/clusters/111710/",1986,"1985-116",2,6,3
"justice douglas","majority",FALSE,"Hellenic Lines Ltd. v. Rhoditis",1970-10-12,"398 U.S. 306","https://www.courtlistener.com/opinion/108161/hellenic-lines-ltd-v-rhoditis/","https://www.courtlistener.com/api/rest/v3/clusters/108161/",1970,"1969-108",2,5,3
"justice harlan","dissenting",FALSE,"Hellenic Lines Ltd. v. Rhoditis",1970-10-12,"398 U.S. 306","https://www.courtlistener.com/opinion/108161/hellenic-lines-ltd-v-rhoditis/","https://www.courtlistener.com/api/rest/v3/clusters/108161/",1970,"1969-108",2,5,3
"justice burger","majority",FALSE,"Reiter v. Sonotone Corp.",1979-06-11,"442 U.S. 330","https://www.courtlistener.com/opinion/110101/reiter-v-sonotone-corp/","https://www.courtlistener.com/api/rest/v3/clusters/110101/",1979,"1978-116",2,8,0
"justice rehnquist","concurring",FALSE,"Reiter v. Sonotone Corp.",1979-06-11,"442 U.S. 330","https://www.courtlistener.com/opinion/110101/reiter-v-sonotone-corp/","https://www.courtlistener.com/api/rest/v3/clusters/110101/",1979,"1978-116",2,8,0
"justice powell","majority",FALSE,"Hunt v. McNair",1973-06-25,"413 U.S. 734","https://www.courtlistener.com/opinion/108862/hunt-v-mcnair/","https://www.courtlistener.com/api/rest/v3/clusters/108862/",1973,"1972-182",1,6,3
"justice brennan","dissenting",FALSE,"Hunt v. McNair",1973-06-25,"413 U.S. 734","https://www.courtlistener.com/opinion/108862/hunt-v-mcnair/","https://www.courtlistener.com/api/rest/v3/clusters/108862/",1973,"1972-182",1,6,3
"justice stevens","majority",FALSE,"Johnson v. Mississippi",1988-06-13,"486 U.S. 578","https://www.courtlistener.com/opinion/112096/johnson-v-mississippi/","https://www.courtlistener.com/api/rest/v3/clusters/112096/",1988,"1987-111",2,9,0
"justice brennan","concurring",FALSE,"Johnson v. Mississippi",1988-06-13,"486 U.S. 578","https://www.courtlistener.com/opinion/112096/johnson-v-mississippi/","https://www.courtlistener.com/api/rest/v3/clusters/112096/",1988,"1987-111",2,9,0
"justice ginsburg","majority",FALSE,"Baker v. General Motors Corp.",1998-01-13,"522 U.S. 222","https://www.courtlistener.com/opinion/118161/baker-v-general-motors-corp/","https://www.courtlistener.com/api/rest/v3/clusters/118161/",1998,"1997-015",3,9,0
"justice scalia","concurring",FALSE,"Baker v. General Motors Corp.",1998-01-13,"522 U.S. 222","https://www.courtlistener.com/opinion/118161/baker-v-general-motors-corp/","https://www.courtlistener.com/api/rest/v3/clusters/118161/",1998,"1997-015",3,9,0
"justice stevens","majority",FALSE,"FDIC v. Mallen",1988-05-31,"486 U.S. 230","https://www.courtlistener.com/opinion/112079/fdic-v-mallen/","https://www.courtlistener.com/api/rest/v3/clusters/112079/",1988,"1987-091",1,9,0
"justice brennan","majority",FALSE,"County of Los Angeles v. Davis",1979-03-27,"440 U.S. 625","https://www.courtlistener.com/opinion/110044/county-of-los-angeles-v-davis/","https://www.courtlistener.com/api/rest/v3/clusters/110044/",1979,"1978-064",2,5,4
"justice stewart","dissenting",FALSE,"County of Los Angeles v. Davis",1979-03-27,"440 U.S. 625","https://www.courtlistener.com/opinion/110044/county-of-los-angeles-v-davis/","https://www.courtlistener.com/api/rest/v3/clusters/110044/",1979,"1978-064",2,5,4
"justice powell","second_dissenting",FALSE,"County of Los Angeles v. Davis",1979-03-27,"440 U.S. 625","https://www.courtlistener.com/opinion/110044/county-of-los-angeles-v-davis/","https://www.courtlistener.com/api/rest/v3/clusters/110044/",1979,"1978-064",2,5,4
"justice rehnquist","majority",FALSE,"United States v. Arvizu",2002-01-15,"534 U.S. 266","https://www.courtlistener.com/opinion/118474/united-states-v-arvizu/","https://www.courtlistener.com/api/rest/v3/clusters/118474/",2002,"2001-015",1,9,0
"justice scalia","concurring",FALSE,"United States v. Arvizu",2002-01-15,"534 U.S. 266","https://www.courtlistener.com/opinion/118474/united-states-v-arvizu/","https://www.courtlistener.com/api/rest/v3/clusters/118474/",2002,"2001-015",1,9,0
"justice powell","majority",FALSE,"Mullaney v. Wilbur",1975-06-09,"421 U.S. 684","https://www.courtlistener.com/opinion/109265/mullaney-v-wilbur/","https://www.courtlistener.com/api/rest/v3/clusters/109265/",1975,"1974-112",2,9,0
"justice rehnquist","concurring",FALSE,"Mullaney v. Wilbur",1975-06-09,"421 U.S. 684","https://www.courtlistener.com/opinion/109265/mullaney-v-wilbur/","https://www.courtlistener.com/api/rest/v3/clusters/109265/",1975,"1974-112",2,9,0
"justice marshall","dissenting",TRUE,"In Re Amendment to Rule 39",1991-05-13,"500 U.S. 13","https://www.courtlistener.com/opinion/112583/in-re-amendment-to-rule-39/","https://www.courtlistener.com/api/rest/v3/clusters/112583/",1991,NA,NA,NA,NA
"justice stevens","second_dissenting",TRUE,"In Re Amendment to Rule 39",1991-05-13,"500 U.S. 13","https://www.courtlistener.com/opinion/112583/in-re-amendment-to-rule-39/","https://www.courtlistener.com/api/rest/v3/clusters/112583/",1991,NA,NA,NA,NA
"justice stevens","majority",FALSE,"North Dakota v. United States",1990-05-21,"495 U.S. 423","https://www.courtlistener.com/opinion/112429/north-dakota-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/112429/",1990,"1989-080",1,5,4
"justice scalia","concurring",FALSE,"North Dakota v. United States",1990-05-21,"495 U.S. 423","https://www.courtlistener.com/opinion/112429/north-dakota-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/112429/",1990,"1989-080",1,5,4
"justice powell","majority",FALSE,"Hudson v. Louisiana",1981-02-24,"450 U.S. 40","https://www.courtlistener.com/opinion/110414/hudson-v-louisiana/","https://www.courtlistener.com/api/rest/v3/clusters/110414/",1981,"1980-039",2,9,0
"justice souter","majority",FALSE,"United States v. Noland",1996-05-20,"517 U.S. 535","https://www.courtlistener.com/opinion/118024/united-states-v-noland/","https://www.courtlistener.com/api/rest/v3/clusters/118024/",1996,"1995-050",2,9,0
"justice powell","majority",FALSE,"Ingraham v. Wright",1977-04-19,"430 U.S. 651","https://www.courtlistener.com/opinion/109635/ingraham-v-wright/","https://www.courtlistener.com/api/rest/v3/clusters/109635/",1977,"1976-085",1,5,4
"justice white","dissenting",FALSE,"Ingraham v. Wright",1977-04-19,"430 U.S. 651","https://www.courtlistener.com/opinion/109635/ingraham-v-wright/","https://www.courtlistener.com/api/rest/v3/clusters/109635/",1977,"1976-085",1,5,4
"justice stevens","second_dissenting",FALSE,"Ingraham v. Wright",1977-04-19,"430 U.S. 651","https://www.courtlistener.com/opinion/109635/ingraham-v-wright/","https://www.courtlistener.com/api/rest/v3/clusters/109635/",1977,"1976-085",1,5,4
"justice blackmun","majority",FALSE,"DH Overmyer Co. v. Frick Co.",1972-02-24,"405 U.S. 174","https://www.courtlistener.com/opinion/108474/dh-overmyer-co-v-frick-co/","https://www.courtlistener.com/api/rest/v3/clusters/108474/",1972,"1971-064",1,7,0
"justice douglas","concurring",FALSE,"DH Overmyer Co. v. Frick Co.",1972-02-24,"405 U.S. 174","https://www.courtlistener.com/opinion/108474/dh-overmyer-co-v-frick-co/","https://www.courtlistener.com/api/rest/v3/clusters/108474/",1972,"1971-064",1,7,0
